"","x"
"28737",0
"28738",0
"28739",0
"28740",1
"28741",0
"28742",1
"28743",1
"28744",0
"28745",1
"28746",1
"28747",0
"28748",0
"28749",1
"28750",0
"28751",1
"28752",1
"28753",1
"28754",0
"28755",1
"28756",1
"28757",0
"28758",1
"28759",1
"28760",0
"28761",1
"28762",1
"28763",1
"28764",1
"28765",0
"28766",1
"28767",0
"28768",1
"28769",0
"28770",0
"28771",0
"28772",0
"28773",1
"28774",1
"28775",0
"28776",1
"28777",0
"28778",1
"28779",0
"28780",1
"28781",1
"28782",0
"28783",0
"28784",1
"28785",1
"28786",0
"28787",1
"28788",1
"28789",1
"28790",1
"28791",1
"28792",0
"28793",1
"28794",1
"28795",1
"28796",1
"28797",0
"28798",0
"28799",1
"28800",1
"28801",0
"28802",0
"28803",1
"28804",0
"28805",0
"28806",1
"28807",1
"28808",1
"28809",0
"28810",0
"28811",0
"28812",1
"28813",0
"28814",0
"28815",1
"28816",1
"28817",0
"28818",0
"28819",1
"28820",0
"28821",1
"28822",1
"28823",1
"28824",1
"28825",1
"28826",1
"28827",0
"28828",1
"28829",0
"28830",0
"28831",1
"28832",1
"28833",0
"28834",0
"28835",0
"28836",0
"28837",1
"28838",0
"28839",1
"28840",0
"28841",1
"28842",0
"28843",1
"28844",1
"28845",0
"28846",0
"28847",1
"28848",1
"28849",1
"28850",0
"28851",1
"28852",1
"28853",1
"28854",0
"28855",0
"28856",0
"28857",1
"28858",1
"28859",1
"28860",1
"28861",0
"28862",1
"28863",1
"28864",1
"28865",0
"28866",1
"28867",0
"28868",1
"28869",0
"28870",0
"28871",0
"28872",1
"28873",1
"28874",0
"28875",1
"28876",1
"28877",1
"28878",0
"28879",0
"28880",1
"28881",0
"28882",1
"28883",1
"28884",1
"28885",0
"28886",0
"28887",0
"28888",0
"28889",1
"28890",0
"28891",0
"28892",1
"28893",1
"28894",0
"28895",1
"28896",1
"28897",1
"28898",0
"28899",1
"28900",0
"28901",0
"28902",1
"28903",1
"28904",1
"28905",0
"28906",1
"28907",1
"28908",1
"28909",1
"28910",1
"28911",1
"28912",0
"28913",0
"28914",1
"28915",1
"28916",1
"28917",1
"28918",0
"28919",0
"28920",1
"28921",1
"28922",1
"28923",1
"28924",0
"28925",0
"28926",0
"28927",0
"28928",1
"28929",0
"28930",1
"28931",1
"28932",1
"28933",1
"28934",1
"28935",1
"28936",1
"28937",1
"28938",0
"28939",0
"28940",0
"28941",1
"28942",0
"28943",1
"28944",0
"28945",1
"28946",1
"28947",1
"28948",0
"28949",1
"28950",1
"28951",0
"28952",1
"28953",0
"28954",0
"28955",1
"28956",0
"28957",0
"28958",0
"28959",1
"28960",0
"28961",0
"28962",0
"28963",1
"28964",0
"28965",0
"28966",1
"28967",1
"28968",0
"28969",1
"28970",1
"28971",1
"28972",1
"28973",1
"28974",1
"28975",1
"28976",0
"28977",1
"28978",1
"28979",0
"28980",1
"28981",1
"28982",0
"28983",1
"28984",0
"28985",0
"28986",1
"28987",0
"28988",1
"28989",1
"28990",1
"28991",0
"28992",0
"28993",0
"28994",1
"28995",1
"28996",1
"28997",1
"28998",1
"28999",1
"29000",1
"29001",0
"29002",1
"29003",0
"29004",1
"29005",1
"29006",0
"29007",0
"29008",0
"29009",1
"29010",1
"29011",1
"29012",1
"29013",1
"29014",0
"29015",1
"29016",1
"29017",1
"29018",1
"29019",1
"29020",1
"29021",1
"29022",1
"29023",1
"29024",1
"29025",0
"29026",0
"29027",1
"29028",1
"29029",0
"29030",1
"29031",1
"29032",0
"29033",0
"29034",0
"29035",1
"29036",0
"29037",0
"29038",0
"29039",0
"29040",1
"29041",1
"29042",1
"29043",1
"29044",0
"29045",0
"29046",1
"29047",1
"29048",0
"29049",0
"29050",1
"29051",0
"29052",1
"29053",0
"29054",1
"29055",0
"29056",1
"29057",1
"29058",0
"29059",1
"29060",1
"29061",1
"29062",0
"29063",0
"29064",1
"29065",1
"29066",1
"29067",0
"29068",0
"29069",1
"29070",1
"29071",0
"29072",1
"29073",0
"29074",1
"29075",1
"29076",0
"29077",1
"29078",0
"29079",1
"29080",1
"29081",1
"29082",0
"29083",0
"29084",1
"29085",0
"29086",1
"29087",1
"29088",0
"29089",1
"29090",0
"29091",0
"29092",0
"29093",1
"29094",1
"29095",1
"29096",0
"29097",1
"29098",1
"29099",0
"29100",1
"29101",0
"29102",0
"29103",1
"29104",0
"29105",1
"29106",0
"29107",0
"29108",1
"29109",0
"29110",0
"29111",1
"29112",1
"29113",1
"29114",0
"29115",0
"29116",1
"29117",1
"29118",1
"29119",0
"29120",0
"29121",0
"29122",0
"29123",0
"29124",0
"29125",1
"29126",0
"29127",0
"29128",1
"29129",1
"29130",0
"29131",0
"29132",1
"29133",1
"29134",0
"29135",0
"29136",1
"29137",1
"29138",1
"29139",1
"29140",0
"29141",0
"29142",1
"29143",1
"29144",0
"29145",0
"29146",0
"29147",0
"29148",0
"29149",1
"29150",0
"29151",1
"29152",1
"29153",0
"29154",0
"29155",1
"29156",1
"29157",1
"29158",1
"29159",0
"29160",1
"29161",0
"29162",1
"29163",1
"29164",1
"29165",1
"29166",1
"29167",0
"29168",0
"29169",1
"29170",0
"29171",1
"29172",1
"29173",1
"29174",0
"29175",1
"29176",1
"29177",0
"29178",1
"29179",0
"29180",0
"29181",0
"29182",1
"29183",1
"29184",1
"29185",1
"29186",1
"29187",1
"29188",0
"29189",1
"29190",1
"29191",1
"29192",0
"29193",1
"29194",1
"29195",1
"29196",0
"29197",1
"29198",0
"29199",0
"29200",1
"29201",0
"29202",0
"29203",0
"29204",0
"29205",1
"29206",0
"29207",1
"29208",1
"29209",1
"29210",1
"29211",0
"29212",0
"29213",1
"29214",0
"29215",1
"29216",0
"29217",0
"29218",0
"29219",1
"29220",0
"29221",1
"29222",0
"29223",0
"29224",0
"29225",0
"29226",1
"29227",1
"29228",1
"29229",0
"29230",1
"29231",1
"29232",1
"29233",0
"29234",0
"29235",1
"29236",0
"29237",0
"29238",0
"29239",1
"29240",1
"29241",1
"29242",0
"29243",0
"29244",1
"29245",1
"29246",0
"29247",0
"29248",1
"29249",1
"29250",0
"29251",0
"29252",0
"29253",1
"29254",0
"29255",1
"29256",0
"29257",0
"29258",1
"29259",1
"29260",1
"29261",1
"29262",1
"29263",1
"29264",0
"29265",0
"29266",0
"29267",1
"29268",1
"29269",1
"29270",0
"29271",1
"29272",0
"29273",0
"29274",1
"29275",0
"29276",1
"29277",0
"29278",0
"29279",0
"29280",0
"29281",1
"29282",0
"29283",0
"29284",1
"29285",0
"29286",1
"29287",1
"29288",0
"29289",1
"29290",0
"29291",1
"29292",0
"29293",0
"29294",1
"29295",1
"29296",0
"29297",1
"29298",1
"29299",1
"29300",0
"29301",1
"29302",0
"29303",0
"29304",0
"29305",1
"29306",0
"29307",1
"29308",1
"29309",0
"29310",0
"29311",0
"29312",0
"29313",1
"29314",1
"29315",1
"29316",0
"29317",1
"29318",0
"29319",1
"29320",0
"29321",1
"29322",1
"29323",1
"29324",1
"29325",0
"29326",1
"29327",1
"29328",1
"29329",1
"29330",0
"29331",1
"29332",1
"29333",0
"29334",1
"29335",1
"29336",0
"29337",0
"29338",1
"29339",1
"29340",0
"29341",1
"29342",1
"29343",1
"29344",1
"29345",1
"29346",1
"29347",0
"29348",0
"29349",0
"29350",0
"29351",1
"29352",0
"29353",0
"29354",0
"29355",0
"29356",1
"29357",1
"29358",0
"29359",0
"29360",0
"29361",0
"29362",1
"29363",0
"29364",0
"29365",1
"29366",1
"29367",1
"29368",0
"29369",0
"29370",0
"29371",1
"29372",0
"29373",0
"29374",0
"29375",0
"29376",1
"29377",0
"29378",1
"29379",0
"29380",0
"29381",0
"29382",0
"29383",0
"29384",1
"29385",0
"29386",1
"29387",1
"29388",1
"29389",0
"29390",1
"29391",0
"29392",1
"29393",0
"29394",1
"29395",1
"29396",1
"29397",1
"29398",0
"29399",0
"29400",0
"29401",1
"29402",1
"29403",0
"29404",0
"29405",1
"29406",0
"29407",1
"29408",0
"29409",1
"29410",1
"29411",1
"29412",0
"29413",0
"29414",1
"29415",1
"29416",1
"29417",1
"29418",0
"29419",0
"29420",0
"29421",0
"29422",0
"29423",1
"29424",0
"29425",1
"29426",1
"29427",0
"29428",1
"29429",1
"29430",0
"29431",0
"29432",0
"29433",1
"29434",1
"29435",0
"29436",0
"29437",1
"29438",1
"29439",0
"29440",1
"29441",0
"29442",0
"29443",0
"29444",1
"29445",0
"29446",0
"29447",0
"29448",1
"29449",1
"29450",0
"29451",0
"29452",1
"29453",0
"29454",1
"29455",0
"29456",1
"29457",1
"29458",1
"29459",0
"29460",1
"29461",1
"29462",0
"29463",1
"29464",0
"29465",0
"29466",0
"29467",0
"29468",0
"29469",1
"29470",0
"29471",1
"29472",1
"29473",1
"29474",1
"29475",0
"29476",0
"29477",0
"29478",0
"29479",0
"29480",1
"29481",0
"29482",1
"29483",1
"29484",1
"29485",1
"29486",0
"29487",0
"29488",1
"29489",1
"29490",1
"29491",1
"29492",1
"29493",0
"29494",0
"29495",0
"29496",1
"29497",1
"29498",1
"29499",1
"29500",1
"29501",0
"29502",1
"29503",0
"29504",0
"29505",0
"29506",0
"29507",0
"29508",1
"29509",0
"29510",0
"29511",0
"29512",0
"29513",0
"29514",1
"29515",1
"29516",1
"29517",0
"29518",0
"29519",1
"29520",0
"29521",0
"29522",0
"29523",0
"29524",0
"29525",0
"29526",0
"29527",0
"29528",0
"29529",1
"29530",0
"29531",1
"29532",1
"29533",0
"29534",1
"29535",1
"29536",1
"29537",1
"29538",0
"29539",0
"29540",0
"29541",0
"29542",0
"29543",0
"29544",1
"29545",0
"29546",0
"29547",0
"29548",1
"29549",1
"29550",0
"29551",1
"29552",1
"29553",0
"29554",1
"29555",1
"29556",0
"29557",0
"29558",0
"29559",0
"29560",1
"29561",0
"29562",1
"29563",0
"29564",1
"29565",0
"29566",0
"29567",1
"29568",1
"29569",1
"29570",1
"29571",1
"29572",1
"29573",1
"29574",1
"29575",1
"29576",0
"29577",1
"29578",0
"29579",0
"29580",0
"29581",0
"29582",1
"29583",0
"29584",1
"29585",0
"29586",0
"29587",0
"29588",0
"29589",1
"29590",0
"29591",0
"29592",1
"29593",1
"29594",1
"29595",1
"29596",0
"29597",0
"29598",0
"29599",0
"29600",0
"29601",0
"29602",0
"29603",1
"29604",1
"29605",1
"29606",0
"29607",1
"29608",1
"29609",1
"29610",0
"29611",1
"29612",1
"29613",0
"29614",0
"29615",0
"29616",0
"29617",0
"29618",0
"29619",0
"29620",0
"29621",1
"29622",1
"29623",0
"29624",0
"29625",0
"29626",1
"29627",1
"29628",0
"29629",0
"29630",0
"29631",0
"29632",1
"29633",0
"29634",0
"29635",0
"29636",0
"29637",1
"29638",0
"29639",1
"29640",1
"29641",1
"29642",1
"29643",1
"29644",1
"29645",0
"29646",1
"29647",1
"29648",1
"29649",1
"29650",1
"29651",1
"29652",0
"29653",1
"29654",0
"29655",0
"29656",1
"29657",0
"29658",0
"29659",0
"29660",1
"29661",1
"29662",1
"29663",1
"29664",1
"29665",1
"29666",0
"29667",0
"29668",1
"29669",0
"29670",1
"29671",0
"29672",1
"29673",0
"29674",0
"29675",1
"29676",0
"29677",0
"29678",0
"29679",0
"29680",1
"29681",1
"29682",0
"29683",0
"29684",1
"29685",1
"29686",1
"29687",1
"29688",1
"29689",0
"29690",0
"29691",1
"29692",0
"29693",0
"29694",0
"29695",0
"29696",0
"29697",1
"29698",0
"29699",0
"29700",1
"29701",1
"29702",0
"29703",0
"29704",0
"29705",0
"29706",1
"29707",1
"29708",1
"29709",0
"29710",1
"29711",0
"29712",1
"29713",1
"29714",1
"29715",1
"29716",1
"29717",1
"29718",1
"29719",0
"29720",0
"29721",0
"29722",0
"29723",1
"29724",1
"29725",1
"29726",1
"29727",0
"29728",0
"29729",0
"29730",1
"29731",1
"29732",0
"29733",1
"29734",0
"29735",1
"29736",1
"29737",1
"29738",0
"29739",0
"29740",0
"29741",0
"29742",1
"29743",0
"29744",1
"29745",1
"29746",0
"29747",1
"29748",1
"29749",1
"29750",1
"29751",1
"29752",1
"29753",1
"29754",0
"29755",0
"29756",0
"29757",0
"29758",1
"29759",1
"29760",0
"29761",1
"29762",1
"29763",1
"29764",0
"29765",1
"29766",1
"29767",0
"29768",0
"29769",1
"29770",0
"29771",0
"29772",1
"29773",1
"29774",0
"29775",0
"29776",1
"29777",0
"29778",1
"29779",1
"29780",0
"29781",1
"29782",1
"29783",0
"29784",0
"29785",1
"29786",0
"29787",0
"29788",0
"29789",0
"29790",1
"29791",0
"29792",0
"29793",0
"29794",1
"29795",0
"29796",0
"29797",1
"29798",0
"29799",0
"29800",1
"29801",1
"29802",0
"29803",0
"29804",0
"29805",1
"29806",1
"29807",0
"29808",1
"29809",1
"29810",1
"29811",1
"29812",1
"29813",1
"29814",1
"29815",0
"29816",1
"29817",0
"29818",1
"29819",0
"29820",1
"29821",0
"29822",1
"29823",1
"29824",1
"29825",1
"29826",1
"29827",0
"29828",0
"29829",0
"29830",1
"29831",0
"29832",0
"29833",0
"29834",1
"29835",1
"29836",1
"29837",1
"29838",1
"29839",0
"29840",0
"29841",1
"29842",1
"29843",1
"29844",1
"29845",1
"29846",1
"29847",0
"29848",1
"29849",1
"29850",0
"29851",0
"29852",1
"29853",0
"29854",1
"29855",0
"29856",1
"29857",0
"29858",0
"29859",1
"29860",1
"29861",1
"29862",1
"29863",0
"29864",1
"29865",0
"29866",0
"29867",0
"29868",1
"29869",0
"29870",0
"29871",1
"29872",0
"29873",0
"29874",1
"29875",1
"29876",0
"29877",1
"29878",0
"29879",0
"29880",1
"29881",0
"29882",0
"29883",1
"29884",1
"29885",0
"29886",1
"29887",0
"29888",1
"29889",0
"29890",1
"29891",1
"29892",1
"29893",0
"29894",1
"29895",0
"29896",0
"29897",0
"29898",0
"29899",1
"29900",0
"29901",1
"29902",1
"29903",1
"29904",0
"29905",1
"29906",0
"29907",1
"29908",0
"29909",1
"29910",0
"29911",0
"29912",0
"29913",1
"29914",1
"29915",0
"29916",0
"29917",1
"29918",0
"29919",1
"29920",1
"29921",0
"29922",1
"29923",0
"29924",0
"29925",1
"29926",1
"29927",1
"29928",0
"29929",1
"29930",0
"29931",1
"29932",0
"29933",1
"29934",0
"29935",1
"29936",1
"29937",0
"29938",0
"29939",0
"29940",1
"29941",1
"29942",1
"29943",1
"29944",0
"29945",0
"29946",0
"29947",0
"29948",0
"29949",0
"29950",1
"29951",0
"29952",0
"29953",1
"29954",0
"29955",1
"29956",1
"29957",0
"29958",0
"29959",1
"29960",0
"29961",0
"29962",1
"29963",1
"29964",1
"29965",0
"29966",1
"29967",0
"29968",1
"29969",1
"29970",1
"29971",0
"29972",1
"29973",0
"29974",1
"29975",1
"29976",1
"29977",1
"29978",0
"29979",1
"29980",0
"29981",0
"29982",1
"29983",0
"29984",0
"29985",0
"29986",1
"29987",1
"29988",0
"29989",1
"29990",0
"29991",0
"29992",0
"29993",0
"29994",1
"29995",0
"29996",1
"29997",1
"29998",1
"29999",0
"30000",1
"30001",1
"30002",0
"30003",0
"30004",0
"30005",0
"30006",1
"30007",0
"30008",1
"30009",1
"30010",1
"30011",1
"30012",1
"30013",1
"30014",1
"30015",0
"30016",0
"30017",0
"30018",1
"30019",0
"30020",0
"30021",0
"30022",0
"30023",0
"30024",1
"30025",1
"30026",1
"30027",1
"30028",0
"30029",0
"30030",0
"30031",0
"30032",0
"30033",1
"30034",1
"30035",1
"30036",0
"30037",1
"30038",0
"30039",0
"30040",0
"30041",1
"30042",1
"30043",0
"30044",1
"30045",1
"30046",1
"30047",0
"30048",1
"30049",1
"30050",0
"30051",0
"30052",0
"30053",1
"30054",1
"30055",0
"30056",0
"30057",1
"30058",0
"30059",1
"30060",0
"30061",0
"30062",0
"30063",1
"30064",0
"30065",0
"30066",0
"30067",0
"30068",0
"30069",0
"30070",0
"30071",1
"30072",0
"30073",0
"30074",1
"30075",0
"30076",1
"30077",1
"30078",0
"30079",1
"30080",0
"30081",1
"30082",0
"30083",0
"30084",1
"30085",0
"30086",1
"30087",0
"30088",0
"30089",0
"30090",1
"30091",0
"30092",1
"30093",1
"30094",1
"30095",1
"30096",0
"30097",0
"30098",0
"30099",0
"30100",0
"30101",0
"30102",1
"30103",1
"30104",0
"30105",0
"30106",0
"30107",0
"30108",1
"30109",1
"30110",1
"30111",0
"30112",0
"30113",1
"30114",1
"30115",0
"30116",1
"30117",0
"30118",0
"30119",1
"30120",0
"30121",0
"30122",0
"30123",1
"30124",1
"30125",1
"30126",0
"30127",0
"30128",0
"30129",1
"30130",1
"30131",0
"30132",0
"30133",1
"30134",1
"30135",1
"30136",0
"30137",1
"30138",0
"30139",1
"30140",0
"30141",0
"30142",0
"30143",1
"30144",0
"30145",0
"30146",0
"30147",1
"30148",0
"30149",0
"30150",0
"30151",0
"30152",0
"30153",1
"30154",1
"30155",0
"30156",0
"30157",0
"30158",0
"30159",0
"30160",0
"30161",0
"30162",1
"30163",1
"30164",1
"30165",1
"30166",1
"30167",0
"30168",0
"30169",1
"30170",1
"30171",1
"30172",1
"30173",1
"30174",1
"30175",1
"30176",0
"30177",1
"30178",1
"30179",1
"30180",1
"30181",1
"30182",0
"30183",0
"30184",1
"30185",0
"30186",0
"30187",0
"30188",0
"30189",0
"30190",0
"30191",1
"30192",0
"30193",0
"30194",1
"30195",0
"30196",1
"30197",0
"30198",1
"30199",0
"30200",0
"30201",1
"30202",1
"30203",0
"30204",0
"30205",1
"30206",1
"30207",1
"30208",0
"30209",1
"30210",0
"30211",0
"30212",1
"30213",1
"30214",0
"30215",1
"30216",1
"30217",0
"30218",1
"30219",0
"30220",1
"30221",0
"30222",1
"30223",0
"30224",1
"30225",0
"30226",0
"30227",1
"30228",0
"30229",0
"30230",1
"30231",0
"30232",1
"30233",1
"30234",0
"30235",1
"30236",1
"30237",1
"30238",0
"30239",1
"30240",0
"30241",1
"30242",0
"30243",1
"30244",0
"30245",1
"30246",0
"30247",1
"30248",1
"30249",0
"30250",1
"30251",1
"30252",0
"30253",0
"30254",1
"30255",0
"30256",0
"30257",0
"30258",1
"30259",1
"30260",1
"30261",1
"30262",1
"30263",1
"30264",1
"30265",1
"30266",1
"30267",1
"30268",1
"30269",1
"30270",1
"30271",1
"30272",1
"30273",1
"30274",1
"30275",1
"30276",1
"30277",1
"30278",1
"30279",0
"30280",1
"30281",1
"30282",1
"30283",1
"30284",1
"30285",0
"30286",0
"30287",1
"30288",1
"30289",0
"30290",1
"30291",1
"30292",1
"30293",0
"30294",1
"30295",0
"30296",1
"30297",0
"30298",1
"30299",1
"30300",1
"30301",0
"30302",0
"30303",0
"30304",1
"30305",0
"30306",1
"30307",1
"30308",1
"30309",1
"30310",1
"30311",1
"30312",1
"30313",1
"30314",1
"30315",1
"30316",1
"30317",1
"30318",1
"30319",1
"30320",1
"30321",1
"30322",1
"30323",1
"30324",1
"30325",0
"30326",1
"30327",0
"30328",0
"30329",1
"30330",1
"30331",1
"30332",0
"30333",0
"30334",0
"30335",1
"30336",0
"30337",0
"30338",1
"30339",1
"30340",1
"30341",1
"30342",1
"30343",1
"30344",1
"30345",1
"30346",1
"30347",1
"30348",0
"30349",1
"30350",1
"30351",0
"30352",1
"30353",1
"30354",1
"30355",1
"30356",1
"30357",0
"30358",1
"30359",1
"30360",1
"30361",1
"30362",1
"30363",1
"30364",0
"30365",1
"30366",1
"30367",1
"30368",1
"30369",1
"30370",0
"30371",1
"30372",1
"30373",0
"30374",1
"30375",1
"30376",0
"30377",0
"30378",1
"30379",1
"30380",1
"30381",1
"30382",1
"30383",1
"30384",0
"30385",1
"30386",1
"30387",1
"30388",1
"30389",0
"30390",0
"30391",1
"30392",0
"30393",1
"30394",1
"30395",1
"30396",1
"30397",1
"30398",1
"30399",1
"30400",1
"30401",1
"30402",1
"30403",1
"30404",1
"30405",0
"30406",1
"30407",1
"30408",1
"30409",0
"30410",1
"30411",1
"30412",1
"30413",0
"30414",1
"30415",0
"30416",1
"30417",1
"30418",1
"30419",1
"30420",1
"30421",1
"30422",0
"30423",1
"30424",1
"30425",1
"30426",0
"30427",1
"30428",0
"30429",0
"30430",1
"30431",0
"30432",1
"30433",1
"30434",1
"30435",1
"30436",1
"30437",1
"30438",1
"30439",0
"30440",0
"30441",1
"30442",1
"30443",1
"30444",0
"30445",1
"30446",1
"30447",1
"30448",1
"30449",1
"30450",1
"30451",1
"30452",1
"30453",0
"30454",1
"30455",0
"30456",1
"30457",1
"30458",1
"30459",1
"30460",1
"30461",1
"30462",1
"30463",1
"30464",0
"30465",1
"30466",1
"30467",0
"30468",0
"30469",0
"30470",1
"30471",0
"30472",1
"30473",1
"30474",1
"30475",0
"30476",0
"30477",0
"30478",1
"30479",1
"30480",0
"30481",1
"30482",1
"30483",1
"30484",1
"30485",0
"30486",0
"30487",1
"30488",1
"30489",1
"30490",1
"30491",0
"30492",0
"30493",0
"30494",1
"30495",1
"30496",1
"30497",1
"30498",0
"30499",1
"30500",1
"30501",1
"30502",0
"30503",1
"30504",0
"30505",0
"30506",1
"30507",1
"30508",0
"30509",1
"30510",0
"30511",0
"30512",1
"30513",1
"30514",1
"30515",1
"30516",0
"30517",1
"30518",1
"30519",1
"30520",0
"30521",0
"30522",1
"30523",1
"30524",1
"30525",0
"30526",1
"30527",1
"30528",1
"30529",1
"30530",1
"30531",1
"30532",0
"30533",0
"30534",0
"30535",1
"30536",0
"30537",0
"30538",1
"30539",1
"30540",1
"30541",1
"30542",1
"30543",1
"30544",1
"30545",1
"30546",1
"30547",0
"30548",1
"30549",1
"30550",0
"30551",1
"30552",1
"30553",0
"30554",1
"30555",1
"30556",1
"30557",1
"30558",0
"30559",0
"30560",1
"30561",1
"30562",1
"30563",0
"30564",0
"30565",1
"30566",1
"30567",1
"30568",1
"30569",1
"30570",1
"30571",1
"30572",0
"30573",1
"30574",1
"30575",1
"30576",0
"30577",1
"30578",0
"30579",1
"30580",0
"30581",1
"30582",1
"30583",1
"30584",1
"30585",1
"30586",1
"30587",1
"30588",0
"30589",1
"30590",1
"30591",1
"30592",1
"30593",1
"30594",0
"30595",0
"30596",1
"30597",0
"30598",0
"30599",1
"30600",1
"30601",1
"30602",1
"30603",0
"30604",0
"30605",0
"30606",1
"30607",1
"30608",1
"30609",1
"30610",1
"30611",1
"30612",1
"30613",0
"30614",0
"30615",1
"30616",1
"30617",1
"30618",1
"30619",0
"30620",1
"30621",1
"30622",1
"30623",0
"30624",1
"30625",1
"30626",1
"30627",1
"30628",1
"30629",1
"30630",0
"30631",1
"30632",1
"30633",1
"30634",1
"30635",1
"30636",0
"30637",0
"30638",0
"30639",1
"30640",1
"30641",1
"30642",1
"30643",0
"30644",1
"30645",1
"30646",1
"30647",0
"30648",1
"30649",1
"30650",1
"30651",0
"30652",1
"30653",0
"30654",1
"30655",0
"30656",0
"30657",1
"30658",1
"30659",1
"30660",0
"30661",0
"30662",0
"30663",1
"30664",0
"30665",1
"30666",0
"30667",0
"30668",0
"30669",0
"30670",0
"30671",0
"30672",0
"30673",0
"30674",0
"30675",0
"30676",1
"30677",0
"30678",1
"30679",1
"30680",0
"30681",0
"30682",1
"30683",1
"30684",0
"30685",1
"30686",0
"30687",0
"30688",0
"30689",1
"30690",0
"30691",1
"30692",0
"30693",0
"30694",1
"30695",1
"30696",1
"30697",1
"30698",1
"30699",0
"30700",0
"30701",1
"30702",1
"30703",0
"30704",1
"30705",1
"30706",1
"30707",1
"30708",1
"30709",1
"30710",1
"30711",1
"30712",1
"30713",0
"30714",1
"30715",1
"30716",1
"30717",0
"30718",1
"30719",0
"30720",0
"30721",1
"30722",0
"30723",1
"30724",0
"30725",1
"30726",1
"30727",1
"30728",0
"30729",0
"30730",1
"30731",0
"30732",1
"30733",0
"30734",1
"30735",1
"30736",0
"30737",1
"30738",0
"30739",1
"30740",1
"30741",0
"30742",0
"30743",1
"30744",0
"30745",0
"30746",0
"30747",1
"30748",1
"30749",1
"30750",1
"30751",0
"30752",1
"30753",1
"30754",0
"30755",0
"30756",1
"30757",1
"30758",0
"30759",0
"30760",1
"30761",1
"30762",0
"30763",1
"30764",0
"30765",0
"30766",1
"30767",0
"30768",0
"30769",1
"30770",0
"30771",0
"30772",1
"30773",1
"30774",1
"30775",1
"30776",0
"30777",1
"30778",0
"30779",1
"30780",1
"30781",0
"30782",0
"30783",0
"30784",0
"30785",1
"30786",1
"30787",0
"30788",0
"30789",0
"30790",0
"30791",1
"30792",1
"30793",1
"30794",1
"30795",0
"30796",0
"30797",1
"30798",1
"30799",1
"30800",0
"30801",1
"30802",1
"30803",1
"30804",1
"30805",0
"30806",1
"30807",1
"30808",1
"30809",0
"30810",1
"30811",0
"30812",1
"30813",0
"30814",0
"30815",1
"30816",0
"30817",1
"30818",0
"30819",1
"30820",0
"30821",0
"30822",1
"30823",1
"30824",1
"30825",1
"30826",0
"30827",0
"30828",1
"30829",1
"30830",1
"30831",0
"30832",1
"30833",0
"30834",1
"30835",0
"30836",1
"30837",0
"30838",1
"30839",1
"30840",0
"30841",1
"30842",1
"30843",1
"30844",1
"30845",1
"30846",0
"30847",0
"30848",1
"30849",0
"30850",1
"30851",0
"30852",1
"30853",1
"30854",0
"30855",0
"30856",0
"30857",1
"30858",0
"30859",0
"30860",1
"30861",1
"30862",1
"30863",0
"30864",1
"30865",0
"30866",1
"30867",1
"30868",1
"30869",1
"30870",0
"30871",1
"30872",1
"30873",0
"30874",1
"30875",0
"30876",0
"30877",1
"30878",1
"30879",1
"30880",1
"30881",0
"30882",1
"30883",1
"30884",1
"30885",1
"30886",0
"30887",1
"30888",0
"30889",0
"30890",0
"30891",0
"30892",1
"30893",1
"30894",0
"30895",0
"30896",1
"30897",1
"30898",0
"30899",1
"30900",0
"30901",1
"30902",0
"30903",1
"30904",0
"30905",0
"30906",0
"30907",1
"30908",1
"30909",1
"30910",0
"30911",1
"30912",1
"30913",1
"30914",0
"30915",1
"30916",1
"30917",1
"30918",1
"30919",1
"30920",1
"30921",1
"30922",0
"30923",1
"30924",0
"30925",1
"30926",1
"30927",1
"30928",1
"30929",1
"30930",1
"30931",0
"30932",0
"30933",1
"30934",1
"30935",1
"30936",0
"30937",1
"30938",1
"30939",1
"30940",1
"30941",0
"30942",1
"30943",0
"30944",0
"30945",1
"30946",1
"30947",1
"30948",1
"30949",1
"30950",1
"30951",0
"30952",0
"30953",1
"30954",0
"30955",0
"30956",0
"30957",0
"30958",1
"30959",1
"30960",1
"30961",0
"30962",1
"30963",0
"30964",1
"30965",0
"30966",0
"30967",1
"30968",1
"30969",0
"30970",1
"30971",1
"30972",1
"30973",1
"30974",0
"30975",1
"30976",0
"30977",0
"30978",0
"30979",1
"30980",1
"30981",1
"30982",1
"30983",0
"30984",1
"30985",1
"30986",1
"30987",1
"30988",1
"30989",0
"30990",1
"30991",1
"30992",0
"30993",0
"30994",0
"30995",1
"30996",1
"30997",1
"30998",1
"30999",1
"31000",1
"31001",1
"31002",0
"31003",1
"31004",0
"31005",0
"31006",1
"31007",0
"31008",0
"31009",0
"31010",0
"31011",1
"31012",1
"31013",0
"31014",0
"31015",0
"31016",1
"31017",1
"31018",0
"31019",1
"31020",0
"31021",1
"31022",0
"31023",1
"31024",1
"31025",0
"31026",0
"31027",1
"31028",1
"31029",0
"31030",1
"31031",0
"31032",1
"31033",1
"31034",1
"31035",1
"31036",1
"31037",1
"31038",0
"31039",1
"31040",0
"31041",0
"31042",1
"31043",1
"31044",0
"31045",0
"31046",1
"31047",0
"31048",1
"31049",1
"31050",1
"31051",1
"31052",0
"31053",1
"31054",1
"31055",1
"31056",0
"31057",1
"31058",1
"31059",1
"31060",0
"31061",0
"31062",1
"31063",1
"31064",1
"31065",1
"31066",1
"31067",1
"31068",0
